100000000000000000000000000000000000000000000000000000000000000000,24302,24329,24283
100000000000000000,24302,24329,24283
10000000000000000000000000,24302,24329,24283
100000000000000000000000000000000000000000,24302,24329,24283
10000000000000000000000000000000000000000000000000,24302,24329,24283
1000000000000000000000000000000000000000000000000000000000,24302,24329,24283
10,24302,24329,24283
1000000000,24302,24329,24283
1000000000000000000000000000000000,24302,24329,24283
10000000000000000000000000000000000000000000000000000000000000000000000000,24302,24329,24283
